category,ask
汽车,目前国家电网电表已经安装完毕，物业手续齐全，车位完全具备安装条件，已在比亚迪官方渠道预约充电桩安装，400售后人员已登记工单 经沟通了解，不是安装工人排期问题，是比亚迪厂家充电桩设备备货不足，迟迟总是不能下发充电桩设备，导致无法安排上门...充电桩按的慢 本人购买比亚迪宋Pro DM‑i，购车权益包含赠送7kW家用充电桩及基础安装服务。
服饰鞋包,不补差价 我在9月9日购买玉泽面霜两瓶价格是198元，购买后不保价，找客服问缘由想补差价，客服甩锅是平台活动，今天17号想再去她家购买其他产品结果发现我买过的两瓶面霜降价18元，他们不补差价。
汽车,零跑汽车定金纠纷 9月12日购买零跑汽车，产生定金纠纷，要求退还定金
通讯运营商,流量价格问题 为啥我没咋用流量，就超了呢么多，流量是咋计费的，为啥扣这么多钱，需要工作人员马上处理
旅游出行,酒店拒绝退还多收的￥5476元，投诉携程网违规扣款严重侵犯消费者权益 本人和家人于2026年7月25日至7月27日，因网络延迟导致订单重复，酒店却收取了四晚四间房的房费，实际在成都瑞吉酒店入住两晚两间房，7.26当晚 发现多收，与携程联系了，携程在明知客人没到店的情况下，还违规利用我们担保的卡信息，违规款，金额为5476元，携程单方听取酒店的虚假陈述，酒店...
物流快递,要求理赔退钱及态度道歉壹米滴答承运桌子破损无人理，我主动联系，单号910*********，运输破损一直无人主动联系跟进处理，主动联系遭踢皮球反复不处理 壹米滴答承运一台桌子，还多方踢皮球不解决。
电商平台,机身问题，不给退款 我在2026年9月9日在拼多多购买了无人机，由于无人机质量问题出厂就有瑕疵，我申请退货退款商家不给退
汽车,（从一月份维修交车以来，最后没有办法就承认）返修后还是有振动，我一直在返修和交涉的路上，后来找到门店，门店的办法是先不认为有问题，门店老板竟说彻底修好要我出一半钱。共振问题多次没解决，希望换第三方维修或退款 上次问题反应后，经另外一个途虎门店确认振动和轴距不一样。
家居日用,门店是石家庄裕华区仓盛路山姆会员商店，我要反映问题沃尔玛（河北）商业零售有限公司。收银员说可以分辨，结果结账刷错了另外一张卡，导致这笔这笔订单不能参与信用卡返现，给我造成...9月10日我到店消费612.92元，结账前特意告诉收银员，我有两张民生信用卡，必须刷山姆联名那张才能拿到返现，我分不清两张卡，让收银员帮忙核对。9 我要投诉沃尔玛（河北）商业零售有限公司，门店是石家庄裕华区仓盛路山姆会员商店。
房产家装,今年8月22日没有反锁也进不去，又找商家，是机械锁，商家联系的维修师傅说我的不是智能锁，说明当时商家给我发的货不对板，欺骗消费者，联系...淘宝买智能锁货不对板故障反复还遇售后推诿 我于2021年6月1日在淘宝德施曼旗舰店买的智能锁，7月份就出现反锁用指纹打不开，必须用钥匙才能打开的问题，联系商家修了一次，后来又出现同样的问题，导致我们从来不敢反锁门。
通讯运营商,中国电信在未经本人同意的情况下，反复拒不配合两眼一睁就是扣钱 2026年8月，电信单月话费381，流量异常多扣281元，扣除账户381.7元话费，私自多扣除我281.7元超额流量话费，属于强制交易行为，严重侵犯消费者合法权益，现正式申诉维权。 我明确要求：套餐流量耗尽后自动停止网络服务，不接受话费... 本人父亲与本人手机卡为主副卡，办理100元电信套餐，仅与运营商达成该套餐对应的服务协议。
本地生活,23点的时候送到的，骑手辱骂消费者 晚上购买牛约堡，我说你这样不行我反映问题你，骑手给我打电话我睡着了没听清，我给他打回去核实一下，他在平台上就骂我！
医疗健康,就诊时间是2026年 9月 5日 ，我要实名反映问题北京丰台人和中医医院，我投诉该医院和医生涉嫌过度医疗，北京丰台人和中医医院和过度医疗 你好 当时我因为大腿根部有点不舒服去就诊，我不看性功能，医生一直问我功能的事，医生直接给我开了很多不符合病情的检查，抽血，敏感度检测，阴茎血流检测，电子镜等等，检查完就说我早泄要打脱敏针，直接带去交费打针...
影音娱乐,充值完成后，从未使用无损音质、付费曲库、下载歌曲等任何会员权益，未消耗平台任何服务第一时间联系汽水音乐APP人工客服申请全额原路退款，客服单方面以“虚拟商品不予退款”拒绝诉求。汽水音乐手滑误充会员，未使用任何权益，客服以虚拟商品为由一直拒不退款 本人于2026年9月12日操作手机时手滑误充值汽水音乐会员178元。该条款属于排除消费者权利的霸王格式条款，违反《网络交易监督管理办法》...
通讯运营商,贵州移动注销话费不给退款 本人在贵州移动号码注销前已咨询人工客服说可以转移话费才注销卡，然后转移到这张卡，注销完上个月底人工客服说这个月15号前会到账，现在话费108元还没到账。
本地生活,最后很快就送到客户手上了。只能推车，离客户只有几百米，乱扣钱 由于电动车轮胎扎破了，客户同意点送达，打电话给客户说明了情况。客户还口头表扬我努力工作。但平台却不体谅骑手，扣了虚假送达50元。
通讯运营商,诉求是退换这几年的费用，移动那边不同意，白扣除几年费用光扣除费用，不退费不行 从22年开通的轻享会员一直没有用，开通后未用的移动轻享会员每月被扣4.9元，一直至今每月扣除了4.9元。
游戏,未成年孩子在家长不知情的情况下玩游戏消费5332元，游戏公司电话打不通 本人孩子于2026年9月8日至9月10日通过抖音钱包在玩一款途游旗下名为捕鱼大作战的游戏时。在本人不知情且没同意的情况下分19笔共充值5332元，根据中华人民共和国《民法典》第19条，第20条规定，应当退款并完善相关问题
电商平台,拼多多买鞋遇质量问题，客服拿官方话来回避处理诉求 我在2026年8月30号在拼多多平台购买一双鞋，然后收到货发现质量有问题然后我要求拼多多客服处理件事，他的客服一直使用官方话术不正面回答我的问题
金融支付,便荔卡包 前几日因为本人开薪日调整导致10号不能按时还款，我在app调整还款期未成功，昨天今天都已进电跟客服说明情况，今天早晨还是收到类似威胁信息。
数码3C,华为柔光屏PAD宣传护眼实际致全家眼痛 我于2026年7月1号购买柔光屏的华为PAD。然后家人和自己使用之后发现柔光屏的PAD看了之后眼睛会痛。吴光平买的时候说对眼睛有好，但是实际用下来有虚假广告的成分，他并没有说柔光屏每个人都适用。而是全家人都会眼睛痛，不是个别情况。
医疗健康,怀化爱尔眼科服务态度差 我于2026年9月17日于怀化爱尔眼科医院就诊，进行视光检查，挂号后医生一直引导需要额外进行配镜服务，在我没有进行配镜服务后，医生态度就很不耐烦，全程服务体验极差
通讯运营商,流量包激活后本应优先扣减套餐流量，此次扣费系运营商系统延迟导致，属于不合理收费。中国香港流量包激活成功之后仍扣漫游费29.48，要求全额减免 投诉对象：中国移动 投诉问题：境外漫游费用争议 投诉描述：本人于9.17日8:25成功激活7天21GB香港流量包，8:30即收到中国移动短信，告知已产生漫游流量并扣费29元。 诉求：要求全额减免29元异常漫游费用。
电商平台,也拍不了小票点送达，京东外卖自提这笔订单上报后难取消超时罚款申诉没通过 送外卖遇到客户自提货品，到店上报客户自提后，订单始终无法正常取消，结果订单超时取消被罚款20元 售后客服还说我这个申诉没问题 但是不通过
汽车,投诉比亚迪售后拒保 本人比亚迪宋PLUS EV车辆尚在整车质保期内。2026年8月28日前照明系统提示故障，发现右前灯不亮。2026年8月31日进店检测，发现右前大灯底座（黑色塑料后壳）存在裂缝故障，出现进水造成右前大灯损坏。 4S门店（长沙永通星城华迪）将照片上报比亚迪厂家后，仅凭照片不见实物，主观判定为外力原因导致，直接拒绝质保保修。...
汽车,这笔订单号：QYS884**************，长安启源Q05 405Air锁单近3个月仍未匹配车辆，要求厂家尽快配车或调车 本人于2026年6月22日购买并锁单长安启源Q05 405Air 截至目前订单已经等待近3个月，仍未完成实车匹配，没有VIN，总是不能确定实际生产及交付时间。 本人此前已经通过长安官方客服951***进行投诉举报，但951***并没有解决厂家车辆匹配问题，而是将问题继续转给经销商及销售人员。经销商销售也明确...
游戏,广州交易猫信息技术有限公司，账号售后维护失职游戏账号无法正常对局 我于8月15日花费50购买了一个游戏账号，一直人脸限制，平台说联系不上卖家，不给予处理，不退款，不换货 后又于9月14日花费350元购买了另一个账号，购买后平台告知24小时内不要上号，于9月16日登录上账号暂无异常，9月17日再次登录账号触发异地登录需要卖家人脸识别，卖家告知账号多次转手无法人脸识别解除异地限制，跟...
